|rt @mamaciaa: kalau  ahok yang ngomong dianggap melecehkan. trus dibikin rame.\n\nustad2 berkedok agama buat nipu dsb  kog sapi2 aja  \ud83d\ude01 eh sepi dijabat|;|1|
|rt @hayked: ini foto setelah ahok bicara almaidah,yg kalian blng melecehkan islam\nmasak habis dilecehin jd kek gini romantisnya? https:\/\/t.\u2026|;|1|
|pp pemuda muhammadiyah akan laporkan ahok https:\/\/t.co\/blymzzzo9m #metro https:\/\/t.co\/rrd75eznah",|;|2|
|rt @rapplerid: boneka ahok dijual di filipina? @gunromli katakan ya, tapi @toykingdomph menyangkalnya: https:\/\/t.co\/hgns8emg7c https:\/\/t.co\u2026|;|1|
|tidak perlu memakai akun palsu untuk meng-tweet dan membuat trending itu hak anda \ud83d\ude37 mui laporkan ahok|;|0|
|rt @mrshananto: mari bela ahok. potong video 1jam48menit jd 30detik n bilang itu hina islam adalah jahat. sabar. kmrn gw jg bela hak agus m\u2026|;|0|
|rt @addiems: lihat fakta ini, koq bisa ada yg menyatakan ahok tak sentuh bidang ekonomi ya? https:\/\/t.co\/uthmad6t4d|;|0|
|ahok lecehkan al qur'an, dpr minta panwaslu mengambil sikap https:\/\/t.co\/ssayscyjmr|;|2|
|rt @maspiyungan: ribuan umat islam tandatangani petisi atas pelecehan ahok terhadap al-quran https:\/\/t.co\/frxbfupkyq|;|2|
|@basuki_btp ko ahok knp banyak yg isengin anda di jakarta,fitnah dan jelek2in,ga da kerjaan ya pesaing politik anda,ga takut kah dgn karma?|;|0|
|rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!|;|1|
|harus dilawan!\nklo enggak akan ada penistaan agama islam lagi dan lagi...!!! https:\/\/t.co\/0zjdoktt7r","display_text_range":[0,76],"source":"\u003ca|;|1|
|rt @eae18: 28. jangan dikaburkan bahwa pihak yang tak setuju dengan ujaran ahok telah memelintir. tak ada plintiran jika didekati secara il\u2026|;|2|
|@null pp pemuda muhammadiyah akan laporkan ahok mereka menuduh ahok melakukan penistaa  https:\/\/t.co\/iazvevb18w|;|2|
|rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!|;|2|
|rt @saya_aal: @dedy_steven80 @ratnaspaet @ghazalisil @ridwankamil @jpnncom :d krn di situ gak ada ahok, oma @ratnaspaet kan timses nya ahok\u2026|;|1|
|rt @wahju_wibowo: mui laporkan ahok...apakah mui sudah melihat utuh video ahok? kebiasaan buruk yg malas membaca\/melihat secara utuh suatu\u2026|;|2|
|rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!|;|2|
|rt @kompascom: waketum gerindra: ahok akan kalah dengan perilakunya sendiri. https:\/\/t.co\/osgdt3k9ht|;|2|
|yg bilang ahok gak salah cuma iblis https:\/\/t.co\/in3adgftca|;|2|
|rt @datuakrajoangek: memangnya ahok bicara di hadapan pohon pas di pulau 1000? di depan orang kan?kalau di menista agama, minimal udah dile\u2026|;|2|
|pp pemuda muhammadiyah akan laporkan ahok https:\/\/t.co\/yqbnw5vzxu|;|2|
