rt @rapplerid: boneka ahok dijual di filipina? @gunromli katakan ya, tapi @toykingdomph menyangkalnya: https:\/\/t.co\/hgns8emg7c https:\/\/t.co\u2026;positif
rt @mrshananto: mari bela ahok. potong video 1jam48menit jd 30detik n bilang itu hina islam adalah jahat. sabar. kmrn gw jg bela hak agus m\u2026;positif
rt @eae18: 28. jangan dikaburkan bahwa pihak yang tak setuju dengan ujaran ahok telah memelintir. tak ada plintiran jika didekati secara il\u2026;positif
rt @detikcom: ahok minta maaf soal al maidah 51, novanto: saya sangat bangga! https:\/\/t.co\/pvgswsbpiq;positif
politikus pdip beri nilai b plus untuk kinerja ahok - detikcom https:\/\/t.co\/uqy8uwd1or;positif
rt @sahara2812: mereka bilang ahok musuh allah, saya bilang \"sejak kapan kejujuran dan keamanahan memusuhi allah? kedengkian kalian itulah;positif
ahok jadi bintang di lubang buaya - https:\/\/t.co\/ejgsawnbga https:\/\/t.co\/rwadn0fwgx;positif
rt @mimi_jemari: anies baswedan bandingkan penertiban rumah ala jokowi dengan ahok https:\/\/t.co\/veeqx6zscd;positif
rt @nasrun1608: @kompascom @marcel_prawira ahok keras kalau yg datang ada niat tipi tipu, kalau datang dgn niat baik, ahok sangat lembut, p\u2026;positif
pendukung ahok-djarot siap jadi relawan jika dibutuhkan: namun ia mengaku belum ada komunikasi dengan pihak t... https:\/\/t.co\/mbdigjibpo;positif
rt @kompascom: ahok bakal bongkar seluruh videotron berbentuk \"billboard\". https:\/\/t.co\/sjmottluua;positif
teman ahok pesan baju kotak-kotak di penjahit langganan jokowi - tribun... https:\/\/t.co\/uphvddpdgx;positif
pendukung ahok-djarot siap jadi relawan jika dibutuhkan https:\/\/t.co\/nbjywb84yt;positif
watak itu beda dengan watuk... https:\/\/t.co\/qdigkeonj1";positif
rt @bangkapos: kisah dn aidit, pria dari pulau yang sama dengan ahok, yusril dan andrea hirata: pada masa orde baru, setiap ... https:\/\/t.c\u2026;positif
pendukung ahok-djarot siap jadi relawan jika dibutuhkan https:\/\/t.co\/mmohihpgla;positif
rt @nusanewscom: \\istana tegaskan independen, eh jokowi dan ahok satu mobil bahas pilgub dki https:\/\/t.co\/nlmnal2klq;positif
rt @singgihwidiyas: dear ahok, seketika saya makin cinta dengan bapak. karena setahu saya pemenang ada karena melewati berbagai ujian. #kam\u2026;positif
rt @prsty_ty: @basuki_btp tak ada jln yg mudah utk mencapai puncak. semangat indonesia ada pd pak ahok maju terus membela yg benar,jujur n\u2026;positif
rt @gerak_kebajikan: #kamiahok \ud83d\udc97\n\nhanura tegaskan tetap dukung ahok, ini alasannya. https:\/\/t.co\/77vdcq8avp;positif
rt @kurawa: kita berikan dukungan moril buat ahok pagi ini dengan menyerukan hestek:\n\n #kamiahok #kamiahok #kamiahok    \n\nterima kasih yah\u2026;positif
rt @chirpstory: 512 views\nahok tersangka? jangan ragu untuk tetap pilih ahok! oleh @partaisocmed\n\nfrom @w1r4guna1 https:\/\/t.co\/mrgntvddf6;positif
tetap ahok! #kamiahok;positif
ahok gubernur cerdas dan menguasai semua lini - 30 sept 2016 https:\/\/t.co\/0garvjs91i lewat @youtube;positif
rt @takviri: teman jokowi seharusnya teman ahok jg\npendukung jokowi seharusnya pendukung ahok jg\n\nbegitu kira2 pesan jokowi ke p\u2026 ;positif
rt @mscendani: kemarin ada yg bilang yang bisa bikin pak jokowi tertawa lepas itu cuma pak ahok https:\/\/t.co\/khldj6xzvq;positif
junjungan : yg selalu didukung, dipuja-puji, dibela, tak pernah mau mengkritik. https:\/\/t.co\/wdbxx1b2rr",;positif
masinton ingin ahok perbaiki gaya komunikasi. https:\/\/t.co\/pqtrzlu2uv;positif
politikus pdip beri nilai b plus untuk kinerja ahok https:\/\/t.co\/tk1qzrpdql;positif
rt @edo_macho: @herryrodin @toni_romdoni  dgn bgtu qt bs tau karakter&amp;positif
jd makin cinta sm pak ahok https:\/\/t.co\/507nnctc9i";positif
rt @thessaness: amin \ud83d\ude4f maju terus pak ahok #kamiahok https:\/\/t.co\/yaagmdgjhd;positif
rt @kangdede78: menerima keluhan warga, jgn nangis bu, pak ahok selalu bersama orng2 yg tulus. https:\/\/t.co\/kxfeuo6ywr;positif
playmfs: #ptl gua orang islam, tapi gua kasihan liat ahok;positif
#infopekerja usai upacara hari pancasila, ahok jadi rebutan https:\/\/t.co\/4xffgwll9e https:\/\/t.co\/2ou2y0zxwo";positif
ahok jadi bintang di lubang buaya: https:\/\/t.co\/2fbs21qf8t via @youtube;positif
rt @abimanyue07: salah satu bukti sayangnya pasukan oranye kepada pak ahok\ncc @tbayupatti :) https:\/\/t.co\/bdiqfivdki;positif
rt @tribunrakyat: bismillah, dukung ahok-djarot,... https:\/\/t.co\/yymqzlux7r;positif
rt @tbayupatti: hebatnya ahok, memenuhi undangan pernikahan meskipun warga depok #namanyabpkitusayanganak https:\/\/t.co\/svda0ktuos;positif
rt @hastagcjr: wah asyik pak ahok tambah ganteng pakai baju ada cinta di sma \ud83d\ude18\nthx pak atas supportnya!\ud83d\ude4c\ud83d\ude18;positif
rt @mochfatahhiday3: \"ahok ibarat ranting' walaupun di pata, ahok tetap mampu tumbu menjadi buah untuk warga dki. @wahhabicc https:\/\/t.co\/q\u2026;positif
#saveahok #kamiahok godbless ahok :);positif
rt @thekion1: #kamiahok ahok pelayan masyarat #kamiahok https:\/\/t.co\/xmeuy1gxgk;positif
ayo dukung ahok djarot untuk transportasi jakarta yang lebih maju dan modern #5kmahok;positif
rt @savicali: buat gw jelas: ahok off-side. bukan pelanggaran yg layak kartu kuning ato merah. dia gw yakini tak punya niat menghina ato me\u2026;positif
kompascom: \"teman ahok\" jadikan penetapan tersangka ahok sebagai pemecut semangat. https:\/\/t.co\/wdeljqwm8s;positif
langsung keinti aja takut ahok memang kan? takut gabisa coba coba nyolong duit rakyat kan? manusia udah kaya masih aja serakah. #kamiahok;positif
masinton ingin ahok perbaiki gaya komunikasi https:\/\/t.co\/watmcqpalo;positif
rt @chbdmn: ahok dikagumi di ln https:\/\/t.co\/wludggl9oi;positif
rt @gunromli: namanya ortu ingin bahagiakan anak, si anak nikah minta kado: ahok datang, meski ktp depok, ahok datang... https:\/\/t.co\/ay9sd\u2026;positif
@wakilgubernurkw @basuki_btp ahok dicintai masyarakat jakarta...take beer : hidup ahok...hidup ahok...!!!";positif
@gunromli  dek mudah mudahan adek nda diusir dr depok ya.. thanks buat pak ahok @basuki_btp";positif
rt @ruhutsitompul: @arya_dipa45 yang baru buat program dengan janji2nya, ahok sudah memberi bukti program2nya karena itu dicintai rakyat ja\u2026;positif
liat ahok...rasanya presh terus kog....\ud83d\ude06\ud83d\ude06 https:\/\/t.co\/yv0facdzes";positif
rt @tribunnews: ahok bantu orang tua bayi baru lahir yang tak bisa keluar rumah sakit karena tak punya uang https:\/\/t.co\/e9qildytne via @tr\u2026;positif
jakarta ini baru mengalami perubahan yg signifikan setelah munculnya jokowi &amp;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstco6soxwksn3f;positif
roy suryo ceritakan terpilihnya agus jadi cagub dki roy suryo menceritakan terpilihnya agus harimurti yudhoy httpstco7e8tjicxu2;positif
anies dan sandi kompak ingin jadi pemimpin yang manusiawi anies baswedansandiaga uno menyinggung katakata  httpstco3kzjikpkc0;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstcok8tyvhtnb6;positif
roy suryo ceritakan terpilihnya agus jadi cagub dki roy suryo menceritakan terpilihnya agus harimurti yudhoy httpstco9t3efw48vb;positif
anies dan sandi kompak ingin jadi pemimpin yang manusiawi anies baswedansandiaga uno menyinggung katakata  httpstco4xngu31a3k;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstcoamml1yjm2k;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstcoahczfqftpq;positif
ahok djarot tuntaskan sampai 2017 httpstcoqzaqsfhlqw;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstcot4wd8clai4;positif
anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati anies imenapak tilas jejak ali sadiki httpstcowwwrkwtar7;positif
novanto optimistic ahokdjarot to clinch victory in election httpstcoz2dskkvyrv pemimpinprofesional urbanplural;positif
not present in cikeas ruhut i support ahok httpstcoy2donwjgst pemimpinprofesional urbanplural;positif
rt detikcom anies baswedan ingin teladani ali sadikin yang tegas namun rendah hati httpstcowy2po3cjcu;positif
peduli fakta jangan mau ditipu ahok dan media httpstcodtpmmpbr8y;positif
peduli fakta jangan mau ditipu ahok dan media httpstco9ai8mdpzqo;positif
dukung ahok ruhut bila perlu pecat aku naku sudah buktikan ini juga kalau kirakira gimana tidak nya httpstcotydpwgeccg;positif
dukung ahok ruhut bila perlu pecat aku naku sudah buktikan ini juga kalau kirakira gimana tidak nya httpstcoa2mwnkj7hf;positif
agus harimurti bukan pilihan pertama dari empat partai empat partai politik telah setuju untuk mengusung agu httpstcook2zbguqgx;positif
dukung ahok ruhut bila perlu pecat aku naku sudah buktikan ini juga kalau kirakira gimana tidak nya httpstcoqpnhmzcikl;positif
