tim pemenangan yakin ahok-djarot menang satu putaran https:\/\/t.co\/rbot76uxlb https:\/\/t.co\/gxiweslrar;1
tanpa aksi berenang di kepulauan seribu... pak ahok disambut begitu meriah oleh warga di sana \u270c\u270c\n#coblosnomor2\u2026 https:\/\/t.co\/el6kbgg4ll;1
rt @imadya: lagi blusukan di p.seribu ada bapak2 ke arah pak ahok bilang \"pak saya marbot yg bapak berangkatin umroh, yg sabar\u2026 ;1
di kepulauan seribu, ahok temui warga yang sakit polio dan step https:\/\/t.co\/psxjxqqlag #mentionsatu;1
rt @emillyluwita: kapolri minta rizieq tiru dan contoh ahok klo dpanggil polisi jngan takut dan kerahkan massa !\" betul pak ! mulut besar t\u2026;1
rt @kurawa: pagi ini ahok balik ke pulau 1000 temui orang2 yg yakin dia bkn penista agama, sementara silvy dipanggil bareskrim utk kasus ko\u2026;1
rt @kompascom: kampanye di kepulauan seribu, ahok disambut warga sejak di dermaga. https:\/\/t.co\/l4tnaloean;1
rt @ahokdjarot: \"saya salut dgn kinerjanya. apapun yg terjadi saya ttp cinta ahok. smg dia bisa terpilih lagi\" ibu masnun, warga pu\u2026 ;1
rt @temanahok: kedatangan ahok sudah ditunggu warga di kepulauan seribu. salam 2 jari https:\/\/t.co\/pmtz5ro0w4;1
dukungan  antasari menambah daftar orang-orang jujur dan berintegritas yang mendukung basuki-djarot #coblosnomor2\n\nhttps:\/\/t.co\/vi0xyuchiy;1
rt @triwul82: marbot mesjid kepulauan seribu ini terharu bertemu ahok https:\/\/t.co\/pfmzqykgy8 via @tribunnews;1
rt @jakarta_kece: dibalik gebukan drummer handal dan kece ini tersirat yang penuh makna ini... bukti kinerja nyata pak ahok-djarot di\u2026 ;1
rt @blujekid: ahok dh pake data yg bener soal anies. laporan thn 2015, kemdikbud no. 22. https:\/\/t.co\/2xemj2nbue @kurawa @digembok https:\/\/\u2026;1
ya iyalah cinta antar rakyat dan pemimpinnya #coblosnomor2;1
rt @nongandah: sambutan hangat bgt utk ahok di kepulauan seribu,masak spt ini dibilang ahok menista agama warga di sini?\u2026 ;1
stephen tong: jika pemimpin seperti jokowi dan ahok, indonesia maju!... https:\/\/t.co\/5m02psrmwh;1
rt @nongandah: warga rebutan ngajak ahok berfoto di spanduk paslon no. 1 hehehe iseng bgt deh #blusukanahok kepulauan seribu https:\/\/t.co\/f\u2026;1
rt @nongandah: dari sejak turun dr kapal warga udh menunggu ahok #blusukanahok di kepulauan seribu https:\/\/t.co\/h3ltn0fsos;1
rt @ulinyusron: di pulau kelapa ahok disambut meriah. ramah dan riangnya orang pulau seribu. #coblosnomor2 https:\/\/t.co\/crni7v7anu;1
hebat. warga kep.seribu pasti dukung ahok. @ahokdjarot @temanahok @tikapanggabean #coblosnomor2;1
pasca-debat kedua, tim ahok-djarot: warga jakarta sudah cerdas pilih yang pasti! https:\/\/t.co\/m2di4dvtq5 #coblosnomor2;1
#news: ahok blusukan di pulau yang pernah bikin heboh https:\/\/t.co\/lhtrd9nwzh | wartakota;1
orang jujur akan berjuang bersama orang jujur pula #coblosnomor2\n\nhttps:\/\/t.co\/nnjbh9mkul;1
rt @simbokneancuk: ya iyalah cinta antar rakyat dan pemimpinnya #coblosnomor2 https:\/\/t.co\/fonj6cjqfe;1
rt @syukronamin: yg menarik adalah, ternyata mbah moen pernah ketemu ahok. beliau dg bangga mengaku sbg keturunan belitung. ini fakta bukan\u2026;1
rt @syukronamin: kami dr jogja ke rembang hanya utk sowan mbah maimun. beliau menemui kami selama 2jam. membincangkan ttg banyak hal\u2026 ;1
rt @aya_syari: maruarar: ketika kesantunan dan kinerja yang baik pada ahok-djarot bersatu harus dihargai https:\/\/t.co\/kfqbxxpxly #coblosnom\u2026;1
marbot mesjid kepulauan seribu ini terharu bertemu ahok https:\/\/t.co\/ypux8tr6m7 #coblosnomor2;1
rt @ulinyusron: ahok mendengarkan andi ardan juniarta, usia 3 tahun menghapal pancasila. pinteeer ya #coblosnomor2 #blusukanahok https:\/\/t.\u2026;1
rt @pelindungjkt2: yang sabar ya pak ahok. sedih liat gambar ini, sekaligus memotivasi. #coblosnomor2 #ahokdjarotmenang1putaran\u2026 ;1
rt @yungyeoh: warga kepulauan seribu sayang pak ahok !\n#coblosnomor2 #coblosnomor2 #coblosnomor2 #coblosnomor2\n#coblosnomor2\u2026 ;1
mba ayu utami dukung ahok juga toh \ud83d\udc7c\ud83d\udc7c\ud83d\udc7c;1
rt @teddygusnaidi: loh.. emang gue gak mendukung ahok, tapi membela ahok karena dia dizolimi. ini statement gue tahun lalu.. insya all\u2026 ;1
rt @gunromli: marbot yg diberangkatkan umroh oleh pemprov dki\/dmi memeluk ahok di kepulauan seribu #blusukanahok https:\/\/t.co\/boiak2zeta;1
@detikcom ahok-djarot memang terbukti gubernur tanpa korupsi.;1
#bpmetro ahok lakukan kampanye di kepulauan seribu https:\/\/t.co\/lr9bndcrqz;1
rt @ashabandini: sangat bijak...jgn menyibukkan diri mengurus aib seseorang..mending berdoa smg negara ini bisa aman sentosa and aho\u2026 ;1
rt @semiaji_w: *bagus,berbobot...ahok sudah masuk ketingkat negarawan* https:\/\/t.co\/wrr4blcsgg;1
rt @nuralisabono: kasus ahok dijadikan referensi keadilan oleh polri. bukannya proses sebelom pilkada adalah keinginanmu? \ud83e\udd14 https:\/\/t.co\/mk\u2026;1
rt @badjakarta: #coblosnomor2 tim ahok-djarot: warga jakarta sudah cerdas pilih yang pasti! https:\/\/t.co\/dtytaaix2e \n@triwul82;1
rt @stellakarunia: pak ahok itu kayak magnet. dimana ada ahok, di situ banyak orang berdatangan. #coblosnomor2 https:\/\/t.co\/sylcvcovhc;1
rt @hafidzsyahroni: yup!! action not just koar2!! masyarakat jakarta sudah cerdas!! #tetapahokdjarot #kamiahok\n\n@tofalemon\u2026 ;1
